"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28509-31207","TE","C.J.","C.J. Uzomah","Uzomah","5.266666730244954","3","4700","CIN@ATL","CIN","ATL","","","","",""
"28509-41475","WR","John","John Ross","Ross","3.633333206176758","3","4700","CIN@ATL","CIN","ATL","","","","",""
"28509-6733","RB","Jonathan","Jonathan Stewart","Stewart","0.5666666825612386","3","4700","NO@NYG","NYG","NO","","","","",""
"28509-32418","RB","Christine","Christine Michael","Michael","0.8999999761581421","1","4700","HOU@IND","IND","HOU","","","","",""
"28509-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","2.633333365122477","3","4600","MIA@NE","NE","MIA","","","","",""
"28509-14362","TE","Charles","Charles Clay","Clay","2.2333332697550454","3","4600","BUF@GB","BUF","GB","","","","",""
"28509-24671","WR","Adam","Adam Humphries","Humphries","3.4666665395100913","3","4600","TB@CHI","TB","CHI","","","","",""
"28509-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","3.9666665395100913","3","4600","NYJ@JAC","NYJ","JAC","","","","",""
"28509-83074","TE","Dallas","Dallas Goedert","Goedert","8.850000381469727","2","4600","PHI@TEN","PHI","TEN","","","","",""
"28509-11495","WR","Brandon","Brandon LaFell","LaFell","6.175000190734863","16","4600","CLE@OAK","OAK","CLE","","","","",""
"28509-12545","D","Philadelphia","Philadelphia Eagles","Eagles","6.333333333333333","3","4600","PHI@TEN","PHI","TEN","","","","",""
"28509-69956","WR","Michael","Michael Gallup","Gallup","1.5333333015441895","3","4600","DET@DAL","DAL","DET","","","","",""
"28509-34154","WR","J.J.","J.J. Nelson","Nelson","0","2","4600","SEA@ARI","ARI","SEA","","","","",""
"28509-33137","WR","Justin","Justin Hardy","Hardy","0","3","4600","CIN@ATL","ATL","CIN","","","","",""
"28509-56698","WR","Dante","Dante Pettis","Pettis","5.700000127156575","3","4600","SF@LAC","SF","LAC","","","","",""
"28509-16923","TE","Austin","Austin Seferian-Jenkins","Seferian-Jenkins","5.700000127156575","3","4600","NYJ@JAC","JAC","NYJ","","","","",""
"28509-30237","RB","Mike","Mike Gillislee","Gillislee","0.5666666825612386","3","4600","NO@NYG","NO","NYG","","","","",""
"28509-33472","RB","C.J.","C.J. Prosise","Prosise","3.700000047683716","1","4600","SEA@ARI","SEA","ARI","Q","Groin","","",""
"28509-52931","RB","Elijhaa","Elijhaa Penny","Penny","4.314285823277065","7","4600","NO@NYG","NYG","NO","","","","",""
"28509-33557","TE","Tyler","Tyler Eifert","Eifert","6.533333460489909","3","4600","CIN@ATL","CIN","ATL","","","","",""
"28509-33578","RB","Jalen","Jalen Richard","Richard","7.200000127156575","3","4600","CLE@OAK","OAK","CLE","","","","",""
"28509-39818","RB","Wayne","Wayne Gallman Jr.","Gallman Jr.","2.0333333015441895","3","4600","NO@NYG","NYG","NO","","","","",""
"28509-8117","WR","Danny","Danny Amendola","Amendola","5.166666666666667","3","4600","MIA@NE","MIA","NE","","","","",""
"28509-30709","WR","Bruce","Bruce Ellington","Ellington","6.400000254313151","3","4600","HOU@IND","HOU","IND","IR","Hamstring","","",""
"28509-14336","RB","Jacquizz","Jacquizz Rodgers","Rodgers","2.866666793823242","3","4500","TB@CHI","TB","CHI","","","","",""
"28509-46088","RB","Jhurell","Jhurell Pressley","Pressley","0","0","4500","NO@NYG","NYG","NO","","","","",""
"28509-24589","WR","Jaron","Jaron Brown","Brown","5.266666730244954","3","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-23569","TE","Rico","Rico Gathers","Gathers","0","1","4500","DET@DAL","DAL","DET","","","","",""
"28509-14358","WR","Dwayne","Dwayne Harris","Harris","1.0499999523162842","2","4500","CLE@OAK","OAK","CLE","","","","",""
"28509-32804","WR","Dres","Dres Anderson","Anderson","0","0","4500","DET@DAL","DAL","DET","","","","",""
"28509-56356","WR","Isaiah","Isaiah Ford","Ford","0","0","4500","MIA@NE","MIA","NE","","","","",""
"28509-56358","WR","Cam","Cam Phillips","Phillips","0","0","4500","BUF@GB","BUF","GB","","","","",""
"28509-24621","WR","Charone","Charone Peake","Peake","0.800000011920929","1","4500","NYJ@JAC","NYJ","JAC","Q","Hamstring","","",""
"28509-25654","RB","Tommy","Tommy Bohanon","Bohanon","1","1","4500","NYJ@JAC","JAC","NYJ","","","","",""
"28509-28744","RB","Raheem","Raheem Mostert","Mostert","1.2999999523162842","1","4500","SF@LAC","SF","LAC","","","","",""
"28509-41042","WR","Marcell","Marcell Ateman","Ateman","0","0","4500","CLE@OAK","OAK","CLE","","","","",""
"28509-57432","WR","Cameron","Cameron Batson","Batson","0","0","4500","PHI@TEN","TEN","PHI","","","","",""
"28509-79972","WR","Chad","Chad Williams","Williams","0.4333333174387614","3","4500","SEA@ARI","ARI","SEA","","","","",""
"28509-65646","WR","Julian","Julian Williams","Williams","0","0","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-79987","WR","David","David Moore","Moore","0","1","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-52345","WR","Brandon","Brandon Powell","Powell","0","0","4500","DET@DAL","DET","DAL","","","","",""
"28509-27771","WR","Cody","Cody Latimer","Latimer","2.366666634877523","3","4500","NO@NYG","NYG","NO","","","","",""
"28509-42107","WR","Robert","Robert Foster","Foster","1.3333333333333333","3","4500","BUF@GB","BUF","GB","","","","",""
"28509-84098","WR","Jawill","Jawill Davis","Davis","0","0","4500","NO@NYG","NYG","NO","","","","",""
"28509-84101","WR","Vyncint","Vyncint Smith","Smith","1.649999976158142","2","4500","HOU@IND","HOU","IND","","","","",""
"28509-83083","WR","Justin","Justin Watson","Watson","0","0","4500","TB@CHI","TB","CHI","","","","",""
"28509-53390","WR","Zach","Zach Pascal","Pascal","1.0333333015441895","3","4500","HOU@IND","IND","HOU","","","","",""
"28509-83086","WR","Reece","Reece Fountain","Fountain","0","0","4500","HOU@IND","IND","HOU","","","","",""
"28509-83091","RB","Trenton","Trenton Cannon","Cannon","2.5999999046325684","1","4500","NYJ@JAC","NYJ","JAC","","","","",""
"28509-52371","RB","Kalen","Kalen Ballage","Ballage","0","0","4500","MIA@NE","MIA","NE","","","","",""
"28509-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","0","0","4500","TB@CHI","TB","CHI","","","","",""
"28509-84122","RB","Detrez","Detrez Newsome","Newsome","0","1","4500","SF@LAC","LAC","SF","","","","",""
"28509-84124","WR","J.J.","J.J. Jones","Jones","-0.6666666666666666","3","4500","SF@LAC","LAC","SF","","","","",""
"28509-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","DET@DAL","DET","DAL","","","","",""
"28509-62628","WR","DeAndre","DeAndre Carter","Carter","1.5","1","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-65706","WR","Deontay","Deontay Burnett","Burnett","0","0","4500","NYJ@JAC","NYJ","JAC","","","","",""
"28509-83122","WR","Dorren","Dorren Miller","Miller","0","0","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-52410","WR","Josh","Josh Malone","Malone","0.8500000238418579","2","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-83136","WR","Jalen","Jalen Tolliver","Tolliver","0","0","4500","SEA@ARI","ARI","SEA","","","","",""
"28509-41155","RB","Taquan","Taquan Mizzell","Mizzell","0","0","4500","TB@CHI","CHI","TB","","","","",""
"28509-28890","RB","Derek","Derek Watt","Watt","0.10000000149011612","1","4500","SF@LAC","LAC","SF","","","","",""
"28509-55514","RB","Buddy","Buddy Howell","Howell","0","0","4500","HOU@IND","HOU","IND","","","","",""
"28509-22754","TE","Garrett","Garrett Celek","Celek","5.199999809265137","2","4500","SF@LAC","SF","LAC","","","","",""
"28509-40164","WR","Shelton","Shelton Gibson","Gibson","0","2","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-64744","RB","Josh","Josh Adams","Adams","3","1","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-40170","WR","Stacy","Stacy Coley","Coley","0","2","4500","NO@NYG","NYG","NO","","","","",""
"28509-28907","WR","Alex","Alex Erickson","Erickson","0","3","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-11504","WR","Andre","Andre Roberts","Roberts","2.066666603088379","3","4500","NYJ@JAC","NYJ","JAC","","","","",""
"28509-45299","RB","David","David Fluellen","Fluellen","0.6999999682108561","3","4500","PHI@TEN","TEN","PHI","Q","Groin","","",""
"28509-53498","WR","Richie","Richie James Jr.","James Jr.","0","0","4500","SF@LAC","SF","LAC","","","","",""
"28509-29949","WR","Marvin","Marvin Hall","Hall","2.3499999046325684","2","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-45309","WR","Alonzo","Alonzo Russell","Russell","0","0","4500","NO@NYG","NYG","NO","","","","",""
"28509-32000","TE","Luke","Luke Willson","Willson","1.2666666507720947","3","4500","DET@DAL","DET","DAL","","","","",""
"28509-55552","RB","Jeff","Jeff Wilson","Wilson","0","0","4500","SF@LAC","SF","LAC","","","","",""
"28509-56580","WR","Christian","Christian Blake","Blake","0","0","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-41221","WR","Andre","Andre Patton","Patton","0","0","4500","SF@LAC","LAC","SF","","","","",""
"28509-22800","RB","Derrick","Derrick Coleman","Coleman","0.8999999761581421","2","4500","SEA@ARI","ARI","SEA","","","","",""
"28509-34073","TE","Ryan","Ryan Griffin","Griffin","2.6000000635782876","3","4500","HOU@IND","HOU","IND","","","","",""
"28509-68890","WR","Devin","Devin Gray","Gray","0","0","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-24862","WR","Rashad","Rashad Greene Sr.","Greene Sr.","0","0","4500","NYJ@JAC","JAC","NYJ","","","","",""
"28509-29985","WR","Jaydon","Jaydon Mickens","Mickens","0","3","4500","NYJ@JAC","JAC","NYJ","","","","",""
"28509-46374","WR","Tanner","Tanner Gentry","Gentry","1.25","4","4500","TB@CHI","CHI","TB","","","","",""
"28509-27947","WR","Riley","Riley McCarron","McCarron","-2","1","4500","MIA@NE","NE","MIA","","","","",""
"28509-62791","RB","Mark","Mark Walton","Walton","0","0","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-64841","WR","Equanimeous","Equanimeous St. Brown","St. Brown","0","0","4500","BUF@GB","GB","BUF","","","","",""
"28509-34125","WR","Geremy","Geremy Davis","Davis","0","0","4500","SF@LAC","LAC","SF","","","","",""
"28509-14683","RB","Patrick","Patrick DiMarco","DiMarco","2.9000000953674316","1","4500","BUF@GB","BUF","GB","","","","",""
"28509-40298","WR","Derrick","Derrick Willies","Willies","0","0","4500","CLE@OAK","CLE","OAK","","","","",""
"28509-55689","RB","Ito","Ito Smith","Smith","5.449999809265137","2","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-43416","WR","Trent","Trent Taylor","Taylor","2.8999999364217124","3","4500","SF@LAC","SF","LAC","","","","",""
"28509-80289","WR","Kendrick","Kendrick Bourne","Bourne","3.366666793823242","3","4500","SF@LAC","SF","LAC","","","","",""
"28509-54690","WR","Freddie","Freddie Martino","Martino","0","1","4500","TB@CHI","TB","CHI","","","","",""
"28509-47523","WR","Tajae","Tajae Sharpe","Sharpe","1.8999999364217122","3","4500","PHI@TEN","TEN","PHI","","","","",""
"28509-80294","TE","Anthony","Anthony Firkser","Firkser","0","0","4500","PHI@TEN","TEN","PHI","","","","",""
"28509-14761","WR","Andre","Andre Holmes","Holmes","2.1000000635782876","3","4500","BUF@GB","BUF","GB","","","","",""
"28509-43433","RB","Boston","Boston Scott","Scott","0","0","4500","NO@NYG","NO","NYG","","","","",""
"28509-26038","TE","Tyler","Tyler Kroft","Kroft","1.8666666348775227","3","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-32185","RB","Zach","Zach Line","Line","2.8333333333333335","3","4500","NO@NYG","NO","NYG","","","","",""
"28509-26045","WR","Leonte","Leonte Carroo","Carroo","2.5999999046325684","4","4500","MIA@NE","MIA","NE","","","","",""
"28509-60861","WR","Damion","Damion Ratley","Ratley","0","0","4500","CLE@OAK","CLE","OAK","","","","",""
"28509-53697","WR","Kaelin","Kaelin Clay","Clay","-1","2","4500","NO@NYG","NYG","NO","","","","",""
"28509-55750","WR","Chris","Chris Lacy","Lacy","0","0","4500","DET@DAL","DET","DAL","","","","",""
"28509-26057","RB","Michael","Michael Burton","Burton","1.100000023841858","1","4500","TB@CHI","CHI","TB","","","","",""
"28509-28106","RB","Joe","Joe Kerridge","Kerridge","0.800000011920929","1","4500","BUF@GB","GB","BUF","","","","",""
"28509-31184","RB","Jonathan","Jonathan Williams","Williams","0.20000000794728598","3","4500","NO@NYG","NO","NYG","","","","",""
"28509-27096","WR","Marcus","Marcus Lucas","Lucas","0","0","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-40410","WR","Josh","Josh Smith","Smith","0","0","4500","NO@NYG","NO","NYG","","","","",""
"28509-80353","TE","Robert","Robert Tonyan","Tonyan","0","0","4500","BUF@GB","GB","BUF","","","","",""
"28509-14820","RB","Nick","Nick Bellore","Bellore","0","1","4500","DET@DAL","DET","DAL","","","","",""
"28509-56809","WR","Allen","Allen Lazard","Lazard","0","0","4500","NYJ@JAC","JAC","NYJ","","","","",""
"28509-32235","WR","Marcus","Marcus Johnson","Johnson","-0.20000000298023224","1","4500","HOU@IND","IND","HOU","","","","",""
"28509-40434","WR","Greg","Greg Ward Jr.","Ward Jr.","0","0","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-41459","RB","Keith","Keith Ford","Ford","0","0","4500","BUF@GB","BUF","GB","","","","",""
"28509-54782","TE","Cameron","Cameron Brate","Brate","5.449999809265137","2","4500","TB@CHI","TB","CHI","","","","",""
"28509-39428","RB","Kyle","Kyle Juszczyk","Juszczyk","6.566666920979817","3","4500","SF@LAC","SF","LAC","","","","",""
"28509-23046","RB","Jamize","Jamize Olawale","Olawale","2.7666667302449546","6","4500","DET@DAL","DAL","DET","","","","",""
"28509-31241","WR","Sammie","Sammie Coates Jr.","Coates Jr.","0","1","4500","HOU@IND","HOU","IND","Q","Hamstring","","",""
"28509-6672","TE","Marcedes","Marcedes Lewis","Lewis","0","1","4500","BUF@GB","GB","BUF","","","","",""
"28509-33320","RB","Senorise","Senorise Perry","Perry","0.7599999904632568","5","4500","MIA@NE","MIA","NE","","","","",""
"28509-46633","WR","Keenan","Keenan Reynolds","Reynolds","0","0","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-57900","RB","Quinton","Quinton Flowers","Flowers","0","0","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-14905","WR","Kamar","Kamar Aiken","Aiken","6.400000095367432","1","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-27199","RB","Marcus","Marcus Murphy","Murphy","2.933333396911621","3","4500","BUF@GB","BUF","GB","","","","",""
"28509-12872","RB","James","James Develin","Develin","1.3999999364217122","3","4500","MIA@NE","NE","MIA","","","","",""
"28509-52808","RB","Dontrell","Dontrell Hilliard","Hilliard","0","0","4500","CLE@OAK","CLE","OAK","","","","",""
"28509-32331","RB","Tra","Tra Carson","Carson","0","0","4500","CIN@ATL","CIN","ATL","IR","Hamstring","","",""
"28509-47695","RB","Jordan","Jordan Chunn","Chunn","0","0","4500","DET@DAL","DAL","DET","","","","",""
"28509-41552","WR","Dylan","Dylan Cantrell","Cantrell","0","0","4500","SF@LAC","LAC","SF","","","","",""
"28509-31329","WR","Russell","Russell Shepard","Shepard","0","1","4500","NO@NYG","NYG","NO","","","","",""
"28509-56931","RB","Robert","Robert Martin","Martin","0","0","4500","NO@NYG","NYG","NO","","","","",""
"28509-62055","WR","Ray-Ray","Ray-Ray McCloud III","McCloud III","1.100000023841858","1","4500","BUF@GB","BUF","GB","","","","",""
"28509-55912","WR","Saeed","Saeed Blacknall","Blacknall","0","0","4500","CLE@OAK","OAK","CLE","","","","",""
"28509-38514","WR","Kevin","Kevin White","White","1.600000023841858","1","4500","TB@CHI","CHI","TB","","","","",""
"28509-40602","WR","Kermit","Kermit Whitfield","Whitfield","0","0","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-80546","TE","Dan","Dan Arnold","Arnold","0","0","4500","NO@NYG","NO","NYG","","","","",""
"28509-40612","WR","Bobo","Bobo Wilson","Wilson","3.0333334604899087","3","4500","TB@CHI","TB","CHI","","","","",""
"28509-47780","WR","Taywan","Taywan Taylor","Taylor","5.233333269755046","3","4500","PHI@TEN","TEN","PHI","","","","",""
"28509-29357","RB","Kenjon","Kenjon Barner","Barner","1.523076864389273","13","4500","MIA@NE","NE","MIA","","","","",""
"28509-7856","WR","Matthew","Matthew Slater","Slater","0","0","4500","MIA@NE","NE","MIA","","","","",""
"28509-52916","WR","Russell","Russell Gage","Gage","0","0","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-52917","WR","D.J.","D.J. Chark Jr.","Chark Jr.","-0.10000000149011612","2","4500","NYJ@JAC","JAC","NYJ","","","","",""
"28509-71359","WR","Javon","Javon Wims","Wims","0","0","4500","TB@CHI","CHI","TB","","","","",""
"28509-70341","WR","Moritz","Moritz Boehringer","Boehringer","0","0","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-40647","WR","Marquez","Marquez Valdes-Scantling","Valdes-Scantling","0.26666667064030963","3","4500","BUF@GB","GB","BUF","","","","",""
"28509-80584","WR","Lance","Lance Lenoir","Lenoir","0","0","4500","DET@DAL","DAL","DET","","","","",""
"28509-81616","WR","Rashard","Rashard Davis","Davis","0","0","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-45791","WR","Rashard","Rashard Higgins","Higgins","5.400000254313151","3","4500","CLE@OAK","CLE","OAK","","","","",""
"28509-38624","RB","T.J.","T.J. Logan","Logan","0","1","4500","SEA@ARI","ARI","SEA","","","","",""
"28509-39649","RB","Benny","Benny Cunningham","Cunningham","0.699999988079071","2","4500","TB@CHI","CHI","TB","","","","",""
"28509-40674","WR","Jester","Jester Weah","Weah","0","0","4500","HOU@IND","HOU","IND","","","","",""
"28509-57064","RB","Ryan","Ryan Nall","Nall","0","0","4500","TB@CHI","CHI","TB","","","","",""
"28509-44784","RB","Darius","Darius Jackson","Jackson","0","0","4500","BUF@GB","GB","BUF","","","","",""
"28509-64242","WR","Keke","Keke Coutee","Coutee","0","0","4500","HOU@IND","HOU","IND","Q","Hamstring","","",""
"28509-56051","WR","Caleb","Caleb Scott","Scott","0","0","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-56059","WR","Trent","Trent Sherfield","Sherfield","0","0","4500","SEA@ARI","ARI","SEA","","","","",""
"28509-56064","RB","Bo","Bo Scarbrough","Scarbrough","0","0","4500","DET@DAL","DAL","DET","","","","",""
"28509-45835","WR","Da'Mari","Da'Mari Scott","Scott","0","0","4500","CLE@OAK","CLE","OAK","","","","",""
"28509-33552","WR","TJ","TJ Jones","Jones","1","2","4500","DET@DAL","DET","DAL","","","","",""
"28509-97046","WR","Frank","Frank Stephens","Stephens","0","0","4500","SF@LAC","SF","LAC","","","","",""
"28509-29466","RB","Ricky","Ricky Ortiz","Ortiz","0","0","4500","CIN@ATL","ATL","CIN","","","","",""
"28509-31524","WR","Cody","Cody Core","Core","0","2","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-28463","WR","Austin","Austin Carr","Carr","2","3","4500","NO@NYG","NO","NYG","","","","",""
"28509-55088","WR","Malik","Malik Turner","Turner","0","0","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-43826","WR","Tommylee","Tommylee Lewis","Lewis","0","2","4500","NO@NYG","NO","NYG","IR","Knee","","",""
"28509-22336","WR","Josh","Josh Bellamy","Bellamy","0.8999999761581421","2","4500","TB@CHI","CHI","TB","","","","",""
"28509-55113","RB","Shaun","Shaun Wilson","Wilson","1.1333333651224773","3","4500","TB@CHI","TB","CHI","","","","",""
"28509-64339","WR","Auden","Auden Tate","Tate","0","0","4500","CIN@ATL","CIN","ATL","","","","",""
"28509-58202","RB","Ryan","Ryan Yurachek","Yurachek","0","0","4500","CLE@OAK","OAK","CLE","","","","",""
"28509-43870","RB","Joel","Joel Bouagnon","Bouagnon","0","0","4500","BUF@GB","GB","BUF","","","","",""
"28509-32613","RB","DeAndre","DeAndre Washington","Washington","4.533333333333333","15","4500","CLE@OAK","OAK","CLE","","","","",""
"28509-55153","RB","Garrett","Garrett Dickerson","Dickerson","0","0","4500","NO@NYG","NYG","NO","","","","",""
"28509-55165","RB","Justin","Justin Jackson","Jackson","0","0","4500","SF@LAC","LAC","SF","","","","",""
"28509-63360","WR","Antonio","Antonio Callaway","Callaway","6.766666412353516","3","4500","CLE@OAK","CLE","OAK","","","","",""
"28509-41857","RB","Dalyn","Dalyn Dawkins","Dawkins","0","0","4500","PHI@TEN","TEN","PHI","","","","",""
"28509-40866","WR","J'Mon","J'Mon Moore","Moore","0","0","4500","BUF@GB","GB","BUF","","","","",""
"28509-25513","WR","Darius","Darius Jennings","Jennings","3.5999999046325684","2","4500","PHI@TEN","TEN","PHI","","","","",""
"28509-34729","RB","Dwayne","Dwayne Washington","Washington","1.3600000381469726","5","4500","NO@NYG","NO","NYG","","","","",""
"28509-56233","WR","Steve","Steve Ishmael","Ishmael","0","0","4500","HOU@IND","IND","HOU","","","","",""
"28509-30635","RB","Mike","Mike Davis","Davis","0.949999988079071","2","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-45997","WR","Keith","Keith Kirkwood","Kirkwood","0","0","4500","NO@NYG","NO","NYG","","","","",""
"28509-29624","RB","Tre","Tre Madden","Madden","0.699999988079071","2","4500","SEA@ARI","SEA","ARI","","","","",""
"28509-43961","RB","Tyler","Tyler Ervin","Ervin","0.5666666825612386","3","4500","HOU@IND","HOU","IND","","","","",""
"28509-30652","WR","Tanner","Tanner McEvoy","McEvoy","1.5428571701049805","7","4500","MIA@NE","MIA","NE","","","","",""
"28509-43970","RB","Shane","Shane Smith","Smith","0","0","4500","NO@NYG","NYG","NO","","","","",""
"28509-43973","RB","Keith","Keith Smith","Smith","1.4500000476837158","2","4500","CLE@OAK","OAK","CLE","","","","",""
"28509-55257","WR","Steven","Steven Dunbar","Dunbar","0","0","4500","SF@LAC","SF","LAC","","","","",""
"28509-30684","RB","Brandon","Brandon Wilds","Wilds","0.44999998807907104","2","4500","NYJ@JAC","JAC","NYJ","","","","",""
"28509-14319","RB","Taiwan","Taiwan Jones","Jones","0","1","4500","BUF@GB","BUF","GB","","","","",""
"28509-40948","RB","Ralph","Ralph Webb","Webb","0","0","4500","MIA@NE","NE","MIA","","","","",""
"28509-39930","WR","Reggie","Reggie Davis","Davis","0","0","4500","PHI@TEN","PHI","TEN","","","","",""
"28509-57342","WR","Tre'Quan","Tre'Quan Smith","Smith","1.149999976158142","2","4500","NO@NYG","NO","NYG","","","","",""
"28509-11431","TE","Jermaine","Jermaine Gresham","Gresham","1.399999976158142","1","4400","SEA@ARI","ARI","SEA","","","","",""
"28509-12548","D","Los Angeles","Los Angeles Chargers","Chargers","4.666666666666667","3","4400","SF@LAC","LAC","SF","","","","",""
"28509-12550","D","Seattle","Seattle Seahawks","Seahawks","9.666666666666666","3","4400","SEA@ARI","SEA","ARI","","","","",""
"28509-39305","TE","A.J.","A.J. Derby","Derby","5.25","2","4400","MIA@NE","MIA","NE","Q","Foot","","",""
"28509-22004","TE","Dwayne","Dwayne Allen","Allen","1.6333333651224773","12","4400","MIA@NE","NE","MIA","","","","",""
"28509-70335","TE","Seth","Seth DeValve","DeValve","3.75","16","4400","CLE@OAK","CLE","OAK","Q","Hamstring","","",""
"28509-26355","TE","Logan","Logan Thomas","Thomas","2.049999952316284","2","4400","BUF@GB","BUF","GB","","","","",""
"28509-39814","TE","Jordan","Jordan Leggett","Leggett","0","1","4400","NYJ@JAC","NYJ","JAC","","","","",""
"28509-56265","TE","Mike","Mike Gesicki","Gesicki","3.0999999046325684","2","4400","MIA@NE","MIA","NE","","","","",""
"28509-29725","TE","Levine","Levine Toilolo","Toilolo","1.2000000476837158","1","4300","DET@DAL","DET","DAL","","","","",""
"28509-14394","TE","Virgil","Virgil Green","Green","3.7333332697550454","3","4300","SF@LAC","LAC","SF","","","","",""
"28509-12527","D","Chicago","Chicago Bears","Bears","14.666666666666666","3","4300","TB@CHI","CHI","TB","","","","",""
"28509-12533","D","Green Bay","Green Bay Packers","Packers","6.333333333333333","3","4300","BUF@GB","GB","BUF","","","","",""
"28509-38301","TE","Darren","Darren Fells","Fells","2.0999999046325684","2","4300","CLE@OAK","CLE","OAK","","","","",""
"28509-28144","TE","Dion","Dion Sims","Sims","1.899999976158142","1","4300","TB@CHI","CHI","TB","","","","",""
"28509-28570","TE","Nick","Nick Vannett","Vannett","3.366666793823242","3","4300","SEA@ARI","SEA","ARI","","","","",""
"28509-14240","TE","Lance","Lance Kendricks","Kendricks","0.9000000158945719","3","4300","BUF@GB","GB","BUF","","","","",""
"28509-14355","TE","Niles","Niles Paul","Paul","1.350000023841858","2","4200","NYJ@JAC","JAC","NYJ","","","","",""
"28509-12541","D","New England","New England Patriots","Patriots","4.666666666666667","3","4200","MIA@NE","NE","MIA","","","","",""
"28509-12556","D","Houston","Houston Texans","Texans","4.666666666666667","3","4200","HOU@IND","HOU","IND","","","","",""
"28509-45335","TE","Michael","Michael Roberts","Roberts","8","1","4200","DET@DAL","DET","DAL","Q","Knee","","",""
"28509-29277","TE","Stephen","Stephen Anderson","Anderson","3.7642857687813893","14","4200","MIA@NE","NE","MIA","","","","",""
"28509-48116","TE","Jonnu","Jonnu Smith","Smith","1.5499999523162842","2","4200","PHI@TEN","TEN","PHI","","","","",""
"28509-12537","D","Oakland","Oakland Raiders","Raiders","1.6666666666666667","3","4100","CLE@OAK","OAK","CLE","","","","",""
"28509-22920","TE","Derek","Derek Carrier","Carrier","2","2","4100","CLE@OAK","OAK","CLE","","","","",""
"28509-22065","TE","Rhett","Rhett Ellison","Ellison","5","3","4100","NO@NYG","NYG","NO","","","","",""
"28509-39492","TE","Josh","Josh Hill","Hill","1.7333332697550456","3","4100","NO@NYG","NO","NYG","","","","",""
"28509-12055","TE","Logan","Logan Paulsen","Paulsen","1.5499999523162842","2","4100","CIN@ATL","ATL","CIN","","","","",""
"28509-14348","TE","Lee","Lee Smith","Smith","1.933333396911621","6","4000","CLE@OAK","OAK","CLE","","","","",""
"28509-55336","TE","Chris","Chris Herndon","Herndon","2.450000047683716","2","4000","NYJ@JAC","NYJ","JAC","","","","",""
"28509-62505","TE","MyCole","MyCole Pruitt","Pruitt","0","0","4000","PHI@TEN","TEN","PHI","","","","",""
"28509-62508","TE","James","James O'Shaughnessy","O'Shaughnessy","0.7333333492279053","3","4000","NYJ@JAC","JAC","NYJ","","","","",""
"28509-62515","TE","Neal","Neal Sterling","Sterling","4.199999809265137","1","4000","NYJ@JAC","NYJ","JAC","Q","Concussion","","",""
"28509-42046","TE","Durham","Durham Smythe","Smythe","0","0","4000","MIA@NE","MIA","NE","","","","",""
"28509-30800","TE","Jason","Jason Croom","Croom","4.533333460489909","3","4000","BUF@GB","BUF","GB","","","","",""
"28509-29805","TE","Ryan","Ryan Hewitt","Hewitt","0","1","4000","HOU@IND","IND","HOU","","","","",""
"28509-79980","TE","Eric","Eric Saubert","Saubert","0","1","4000","CIN@ATL","ATL","CIN","","","","",""
"28509-28807","TE","Gabe","Gabe Holmes","Holmes","0","1","4000","SEA@ARI","ARI","SEA","","","","",""
"28509-80011","TE","Antony","Antony Auclair","Auclair","1.75","2","4000","TB@CHI","TB","CHI","","","","",""
"28509-62617","TE","Khari","Khari Lee","Lee","0","0","4000","BUF@GB","BUF","GB","","","","",""
"28509-62633","TE","Matt","Matt Lengel","Lengel","0","0","4000","HOU@IND","HOU","IND","","","","",""
"28509-83117","TE","Tanner","Tanner Hudson","Hudson","0","0","4000","TB@CHI","TB","CHI","","","","",""
