"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28509-32957","TE","Eric","Eric Tomlinson","Tomlinson","2","3","4000","NYJ@JAC","NYJ","JAC","","","","",""
"28509-83138","TE","Ross","Ross Dwelley","Dwelley","0","0","4000","SF@LAC","SF","LAC","","","","",""
"28509-57556","TE","Jerome","Jerome Cunningham","Cunningham","0","0","4000","PHI@TEN","TEN","PHI","","","","",""
"28509-62718","TE","Daniel","Daniel Brown","Brown","2.424999952316284","8","4000","TB@CHI","CHI","TB","","","","",""
"28509-12544","D","New York","New York Jets","Jets","13","3","4000","NYJ@JAC","NYJ","JAC","","","","",""
"28509-12546","D","Arizona","Arizona Cardinals","Cardinals","5.333333333333333","3","4000","SEA@ARI","ARI","SEA","","","","",""
"28509-29956","TE","Joshua","Joshua Perkins","Perkins","4.599999904632568","2","4000","PHI@TEN","PHI","TEN","","","","",""
"28509-83253","TE","Paul","Paul Butler","Butler","0","0","4000","CLE@OAK","OAK","CLE","","","","",""
"28509-45472","TE","Garrett","Garrett Griffin","Griffin","0.44999998807907104","2","4000","NO@NYG","NO","NYG","","","","",""
"28509-47551","TE","Mason","Mason Schreck","Schreck","0","0","4000","CIN@ATL","CIN","ATL","","","","",""
"28509-54742","TE","Scott","Scott Simonson","Simonson","0","0","4000","NO@NYG","NYG","NO","","","","",""
"28509-84440","TE","Jaeden","Jaeden Graham","Graham","0","0","4000","CIN@ATL","ATL","CIN","","","","",""
"28509-27117","TE","Sean","Sean Culkin","Culkin","0","0","4000","SF@LAC","LAC","SF","","","","",""
"28509-41469","TE","Darrell","Darrell Daniels","Daniels","0.6833333174387614","6","4000","SEA@ARI","SEA","ARI","","","","",""
"28509-22051","TE","Orson","Orson Charles","Charles","0","1","4000","CLE@OAK","CLE","OAK","","","","",""
"28509-80486","TE","Alex","Alex Gray","Gray","0","0","4000","CIN@ATL","ATL","CIN","","","","",""
"28509-38523","TE","Geoff","Geoff Swaim","Swaim","5.25","2","4000","DET@DAL","DAL","DET","","","","",""
"28509-33418","TE","Alan","Alan Cross","Cross","0","1","4000","TB@CHI","TB","CHI","","","","",""
"28509-47788","TE","Deon","Deon Yelder","Yelder","0","0","4000","NO@NYG","NO","NYG","","","","",""
"28509-40649","TE","Pharoah","Pharoah McKever","McKever","0","0","4000","CLE@OAK","CLE","OAK","","","","",""
"28509-70363","TE","Hakeem","Hakeem Valles","Valles","1","1","4000","DET@DAL","DET","DAL","","","","",""
"28509-71386","TE","Jordan","Jordan Thomas","Thomas","3.1666666666666665","3","4000","HOU@IND","HOU","IND","","","","",""
"28509-54007","TE","Jacob","Jacob Hollister","Hollister","5","1","4000","MIA@NE","NE","MIA","D","Chest","","",""
"28509-25346","TE","David","David Grinnage","Grinnage","0","0","4000","NYJ@JAC","JAC","NYJ","","","","",""
"28509-55042","TE","Dalton","Dalton Schultz","Schultz","0","0","4000","DET@DAL","DAL","DET","","","","",""
"28509-70457","TE","Cole","Cole Wick","Wick","0","0","4000","SF@LAC","SF","LAC","","","","",""
"28509-70489","TE","Ben","Ben Braunecker","Braunecker","0","0","4000","TB@CHI","CHI","TB","","","","",""
"28509-38772","TE","Nate","Nate Wozniak","Wozniak","0","0","4000","NO@NYG","NO","NYG","","","","",""
"28509-27527","TE","Blake","Blake Jarwin","Jarwin","0","2","4000","DET@DAL","DAL","DET","","","","",""
"28509-40913","TE","Thomas","Thomas Duarte","Duarte","0","0","4000","SF@LAC","LAC","SF","","","","",""
"28509-24533","TE","Mo","Mo Alie-Cox","Alie-Cox","0","0","4000","HOU@IND","IND","HOU","","","","",""
"28509-43993","TE","Andrew","Andrew Vollert","Vollert","0","0","4000","SEA@ARI","ARI","SEA","","","","",""
"28509-14304","TE","Luke","Luke Stocker","Stocker","2.933333396911621","3","4000","PHI@TEN","TEN","PHI","","","","",""
"28509-57325","TE","Jordan","Jordan Franks","Franks","0","0","4000","CIN@ATL","CIN","ATL","","","","",""
"28509-57338","TE","Jordan","Jordan Akins","Akins","2.5","3","4000","HOU@IND","HOU","IND","","","","",""
"28509-12528","D","Cincinnati","Cincinnati Bengals","Bengals","7.333333333333333","3","3800","CIN@ATL","CIN","ATL","","","","",""
"28509-12530","D","Dallas","Dallas Cowboys","Cowboys","6.666666666666667","3","3700","DET@DAL","DAL","DET","","","","",""
"28509-12542","D","New Orleans","New Orleans Saints","Saints","1","3","3700","NO@NYG","NO","NYG","","","","",""
"28509-12535","D","Indianapolis","Indianapolis Colts","Colts","8","3","3600","HOU@IND","IND","HOU","","","","",""
"28509-12529","D","Cleveland","Cleveland Browns","Browns","10.666666666666666","3","3500","CLE@OAK","CLE","OAK","","","","",""
"28509-12532","D","Detroit","Detroit Lions","Lions","7","3","3500","DET@DAL","DET","DAL","","","","",""
"28509-12534","D","Tennessee","Tennessee Titans","Titans","10","3","3500","PHI@TEN","TEN","PHI","","","","",""
"28509-12543","D","New York","New York Giants","Giants","4","3","3500","NO@NYG","NYG","NO","","","","",""
"28509-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","6.333333333333333","3","3500","TB@CHI","TB","CHI","","","","",""
"28509-12525","D","Atlanta","Atlanta Falcons","Falcons","2.6666666666666665","3","3400","CIN@ATL","ATL","CIN","","","","",""
"28509-12549","D","San Francisco","San Francisco 49ers","49ers","2.6666666666666665","3","3300","SF@LAC","SF","LAC","","","","",""
"28509-12526","D","Buffalo","Buffalo Bills","Bills","6","3","3100","BUF@GB","BUF","GB","","","","",""
"28509-12539","D","Miami","Miami Dolphins","Dolphins","11.333333333333334","3","3100","MIA@NE","MIA","NE","","","","",""
