PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Artavis Scott	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	0.0	0.0
Kyle Sloter	QB	MIN	@PHI	160	48.00	3.50	22.25	0.00	4000	0.0	0.0
Tyler Ott	TE	SEA	LAR	275	50.50	0.00	25.25	0.00	2500	0.0	0.0
Roc Thomas	RB	MIN	@PHI	160	48.00	3.50	22.25	0.00	3000	0.0	0.0
Will Dissly	TE	SEA	LAR	275	50.50	0.00	25.25	0.00	2500	0.0	0.0
T.J. Logan	RB	ARI	@SF	140	40.50	3.00	18.75	0.00	3500	0.0	0.0
Kevin McDermott	TE	MIN	@PHI	160	48.00	3.50	22.25	0.00	2500	0.0	0.0
Geremy Davis	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	0.0	0.0
Trent Sherfield	WR	ARI	@SF	140	40.50	3.00	18.75	0.00	3000	0.0	0.0
Brandon LaFell	WR	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	2.8	0.9
AJ McCarron	QB	OAK	@LAC	190	51.50	5.00	23.25	0.00	4300	0.1	0.0
Nick Mullens	QB	SF	ARI	-165	40.50	-3.00	21.75	0.00	4500	0.0	0.0
Richard Rodgers	TE	PHI	MIN	-190	48.00	-3.50	25.75	0.00	2500	0.0	0.0
DeAndre Washington	RB	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	0.0	0.0
Victor Bolden	WR	SF	ARI	-165	40.50	-3.00	21.75	0.00	3000	0.6	0.2
Mike Glennon	QB	ARI	@SF	140	40.50	3.00	18.75	0.00	4300	0.1	0.0
Dwayne Harris	WR	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	0.2	0.1
Trevor Siemian	QB	MIN	@PHI	160	48.00	3.50	22.25	0.00	4400	0.1	0.0
Nate Sudfeld	QB	PHI	MIN	-190	48.00	-3.50	25.75	0.00	4000	0.0	0.0
Hunter Henry	TE	LAC	OAK	-235	51.50	-5.00	28.25	0.00	2500	0.0	0.0
Ed Dickson	TE	SEA	LAR	275	50.50	0.00	25.25	0.00	2800	0.0	0.0
Mack Hollins	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.00	3000	0.0	0.0
Josiah Price	TE	MIN	@PHI	160	48.00	3.50	22.25	0.00	2500	0.0	0.0
Brett Hundley	QB	SEA	LAR	275	50.50	0.00	25.25	0.00	4300	0.1	0.0
J.D. McKissic	RB	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	0.0	0.0
Sean Mannion	QB	LAR	@SEA	-345	50.50	0.00	25.25	0.00	4400	0.1	0.0
Brandon Zylstra	WR	MIN	@PHI	160	48.00	3.50	22.25	0.00	3000	0.0	0.0
Richie James	WR	SF	ARI	-165	40.50	-3.00	21.75	0.00	3000	0.0	0.0
KhaDarel Hodge	WR	LAR	@SEA	-345	50.50	0.00	25.25	0.00	3000	0.0	0.0
Joshua Perkins	TE	PHI	MIN	-190	48.00	-3.50	25.75	0.00	2500	0.8	0.3
Travis Benjamin	WR	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3500	0.0	0.0
Johnny Mundt	TE	LAR	@SEA	-345	50.50	0.00	25.25	0.00	2500	0.0	0.0
Mike Wallace	WR	PHI	MIN	-190	48.00	-3.50	25.75	0.00	3000	0.0	0.0
Sean Culkin	TE	LAC	OAK	-235	51.50	-5.00	28.25	0.00	2500	0.0	0.0
JoJo Natson	WR	LAR	@SEA	-345	50.50	0.00	25.25	0.00	3000	0.0	0.0
David Moore	WR	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	5.7	1.9
Sam Bradford	QB	ARI	@SF	140	40.50	3.00	18.75	0.00	4500	0.0	0.0
Keith Smith	RB	OAK	@LAC	190	51.50	5.00	23.25	0.00	3000	2.6	0.9
Derrick Coleman	RB	ARI	@SF	140	40.50	3.00	18.75	0.00	3000	0.9	0.3
Cole Wick	TE	SF	ARI	-165	40.50	-3.00	21.75	0.00	2500	0.0	0.0
Dante Pettis	WR	SF	ARI	-165	40.50	-3.00	21.75	0.00	3500	0.0	0.0
Justin Davis	RB	LAR	@SEA	-345	50.50	0.00	25.25	0.00	3000	0.0	0.0
Darren Sproles	RB	PHI	MIN	-190	48.00	-3.50	25.75	0.00	4400	0.0	0.0
Geno Smith	QB	LAC	OAK	-235	51.50	-5.00	28.25	0.00	4300	0.1	0.0
Gabe Holmes	TE	ARI	@SF	140	40.50	3.00	18.75	0.00	2500	0.0	0.0
Tre Madden	RB	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	0.7	0.2
Kyle Nelson	TE	SF	ARI	-165	40.50	-3.00	21.75	0.00	2500	0.0	0.0
Keenan Reynolds	WR	SEA	LAR	275	50.50	0.00	25.25	0.00	3000	0.0	0.0
Justin Jackson	RB	LAC	OAK	-235	51.50	-5.00	28.25	0.00	3000	0.0	0.0
