PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Carolina Panthers	D	CAR	@PHI	-225	44.50	-4.50	24.50	0.00	2200	6.1	2.8
Cleveland Browns	D	CLE	@TB	-195	51.50	-3.50	27.50	0.00	2400	6.1	2.5
New York Jets	D	NYJ	MIN	-195	46.00	-3.50	24.75	0.00	2100	5.9	2.8
New Orleans Saints	D	NO	@BAL	-145	49.50	-2.50	26.00	0.00	2200	5.9	2.7
Zay Jones	WR	BUF	@IND	265	43.00	7.50	17.75	3.20	3700	5.8	1.6
Dallas Cowboys	D	DAL	@WAS	-120	41.50	-1.00	21.25	0.00	2700	5.8	2.2
Buffalo Bills	D	BUF	@IND	-330	43.00	-7.50	25.25	0.00	2300	5.8	2.5
Geoff Swaim	TE	DAL	@WAS	100	41.50	1.00	20.25	1.52	2900	5.6	1.9
Danny Amendola	WR	MIA	DET	135	46.50	3.00	21.75	0.77	3900	5.5	1.4
Allen Hurns	WR	DAL	@WAS	100	41.50	1.00	20.25	0.59	3400	5.3	1.6
Hayden Hurst	TE	BAL	NO	-145	49.50	-2.50	26.00	3.34	2600	5.3	2.1
Adam Humphries	WR	TB	CLE	-195	51.50	-3.50	27.50	4.32	3500	5.3	1.5
Kelvin Benjamin	WR	BUF	@IND	265	43.00	7.50	17.75	2.59	3500	5.2	1.5
Laquon Treadwell	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.52	3500	5.1	1.5
