Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,James Paxton (11380013),James Paxton,11380013,P,10000,TEX@SEA 09/29/2018 09:10PM ET,SEA,21.03
SP,Marco Gonzales (11380064),Marco Gonzales,11380064,P,8800,TEX@SEA 09/29/2018 09:10PM ET,SEA,15.36
SP,Mike Fiers (11380021),Mike Fiers,11380021,P,8300,OAK@LAA 09/29/2018 09:07PM ET,OAK,15.12
SP,Sean Manaea (11380122),Sean Manaea,11380122,P,8200,OAK@LAA 09/29/2018 09:07PM ET,OAK,14.77
SP,Mike Minor (11379966),Mike Minor,11379966,P,8000,TEX@SEA 09/29/2018 09:10PM ET,TEX,14.60
SP,Andrew Heaney (11380022),Andrew Heaney,11380022,P,8000,OAK@LAA 09/29/2018 09:07PM ET,LAA,16.85
SP,Edwin Jackson (11379928),Edwin Jackson,11379928,P,7800,OAK@LAA 09/29/2018 09:07PM ET,OAK,13.56
SP,Matt Shoemaker (11380010),Matt Shoemaker,11380010,P,7600,OAK@LAA 09/29/2018 09:07PM ET,LAA,13.23
SP,Garrett Richards (11380016),Garrett Richards,11380016,P,7500,OAK@LAA 09/29/2018 09:07PM ET,LAA,15.27
RP,Wade LeBlanc (11379956),Wade LeBlanc,11379956,P,7400,TEX@SEA 09/29/2018 09:10PM ET,SEA,12.83
SP,Mike Leake (11379961),Mike Leake,11379961,P,6800,TEX@SEA 09/29/2018 09:10PM ET,SEA,11.86
SP,Trevor Cahill (11379957),Trevor Cahill,11379957,P,6800,OAK@LAA 09/29/2018 09:07PM ET,OAK,14.34
SP,Andrew Triggs (11380061),Andrew Triggs,11380061,P,6700,OAK@LAA 09/29/2018 09:07PM ET,OAK,12.02
SP,Brett Anderson (11379955),Brett Anderson,11379955,P,6500,OAK@LAA 09/29/2018 09:07PM ET,OAK,8.59
SP,Tyler Skaggs (11380015),Tyler Skaggs,11380015,P,6400,OAK@LAA 09/29/2018 09:07PM ET,LAA,15.34
SP,Jaime Barria (11380129),Jaime Barria,11380129,P,6400,OAK@LAA 09/29/2018 09:07PM ET,LAA,12.48
SP,Jharel Cotton (11380089),Jharel Cotton,11380089,P,6300,OAK@LAA 09/29/2018 09:07PM ET,OAK,0
SP,Nick Tropeano (11380072),Nick Tropeano,11380072,P,6200,OAK@LAA 09/29/2018 09:07PM ET,LAA,12.74
SP,Alex Meyer (11380002),Alex Meyer,11380002,P,6100,OAK@LAA 09/29/2018 09:07PM ET,LAA,0
RP,Felix Pena (11380034),Felix Pena,11380034,P,6100,OAK@LAA 09/29/2018 09:07PM ET,LAA,12.27
SP,Frankie Montas (11380066),Frankie Montas,11380066,P,6000,OAK@LAA 09/29/2018 09:07PM ET,OAK,10.62
SP,Felix Hernandez (11379936),Felix Hernandez,11379936,P,5900,TEX@SEA 09/29/2018 09:10PM ET,SEA,10.42
SP,Hisashi Iwakuma (11380069),Hisashi Iwakuma,11380069,P,5900,TEX@SEA 09/29/2018 09:10PM ET,SEA,0
RP,Austin Bibens-Dirkx (11379967),Austin Bibens-Dirkx,11379967,P,5800,TEX@SEA 09/29/2018 09:10PM ET,TEX,5.25
