Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Hunter Mattson (11364776),Hunter Mattson,11364776,RB/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Jesiah Irish (11364791),Jesiah Irish,11364791,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Quinn Smith (11364794),Quinn Smith,11364794,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Tino Allen (11364797),Tino Allen,11364797,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,4.2
WR,Michael Alfieri (11364800),Michael Alfieri,11364800,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Aaron Short (11364803),Aaron Short,11364803,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,4.7
WR,Champ Flemings (11364806),Champ Flemings,11364806,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0.25
WR,Connor Laverty (11364809),Connor Laverty,11364809,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Rweha Munyagi Jr. (11364812),Rweha Munyagi Jr.,11364812,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Bryce Bramscher (11364815),Bryce Bramscher,11364815,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Jack Holum (11364818),Jack Holum,11364818,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Noah Togiai (11364821),Noah Togiai,11364821,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Ralph Taufa'asau (11364824),Ralph Taufa'asau,11364824,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Mason Moran (11364827),Mason Moran,11364827,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Kolby Taylor (11364830),Kolby Taylor,11364830,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,9
WR,Teagan Quitoriano (11364833),Teagan Quitoriano,11364833,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,0
WR,Andre Bodden (11364836),Andre Bodden,11364836,WR/FLEX/S-FLEX,3000,ORST@ASU 09/29/2018 10:00PM ET,ORST,3.5
RB,Biaggio Ali Walsh (11364858),Biaggio Ali Walsh,11364858,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
RB,Malik McMorris (11364861),Malik McMorris,11364861,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0.93
RB,Johnny Adams Jr. (11364864),Johnny Adams Jr.,11364864,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
RB,Christopher Brown Jr. (11364867),Christopher Brown Jr.,11364867,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,3.1
RB,Justin Norbeck (11364870),Justin Norbeck,11364870,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
RB,Alex Netherda (11364873),Alex Netherda,11364873,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Ray Hudson (11364888),Ray Hudson,11364888,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,1.9
WR,Jake Ashton (11364891),Jake Ashton,11364891,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,9
WR,Ben Skinner (11364894),Ben Skinner,11364894,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Moe Ways (11364897),Moe Ways,11364897,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,4.25
WR,Nikko Remigio (11364900),Nikko Remigio,11364900,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,1.1
WR,Evan King (11364903),Evan King,11364903,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Ian Bunting (11364906),Ian Bunting,11364906,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,8.8
WR,Ricky Walker III (11364909),Ricky Walker III,11364909,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,McCallan Castles (11364912),McCallan Castles,11364912,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Monroe Young (11364915),Monroe Young,11364915,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Gavin Reinwald (11364918),Gavin Reinwald,11364918,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Greyson Bankhead (11364921),Greyson Bankhead,11364921,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Ryan Regan (11364924),Ryan Regan,11364924,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Jake Tonges (11364927),Jake Tonges,11364927,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Hiroaki Endo (11364930),Hiroaki Endo,11364930,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Kyle Wells (11364933),Kyle Wells,11364933,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Matt Rockett (11364936),Matt Rockett,11364936,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Collin Moore (11364939),Collin Moore,11364939,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,0
WR,Jeremiah Hawkins (11364942),Jeremiah Hawkins,11364942,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,CAL,5.63
RB,Noah Dahl (11364973),Noah Dahl,11364973,RB/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Brenden Schooler (11364991),Brenden Schooler,11364991,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,4.4
WR,Korbin Williams (11364994),Korbin Williams,11364994,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Jalen Hall (11364997),Jalen Hall,11364997,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Ryan Bay (11365000),Ryan Bay,11365000,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,3
WR,Isaah Crocker (11365003),Isaah Crocker,11365003,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Matt Mariota (11365006),Matt Mariota,11365006,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Daewood Davis (11365009),Daewood Davis,11365009,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,2.3
WR,Tevin Jeannis (11365012),Tevin Jeannis,11365012,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Jack Vecchi (11365015),Jack Vecchi,11365015,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Justin Collins (11365018),Justin Collins,11365018,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Spencer Webb (11365021),Spencer Webb,11365021,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,JJ Tucker (11365024),JJ Tucker,11365024,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Kyle Buckner (11365027),Kyle Buckner,11365027,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Alfonso Cobb (11365030),Alfonso Cobb,11365030,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Kano Dillon (11365033),Kano Dillon,11365033,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,7.35
WR,Demetri Burch (11365036),Demetri Burch,11365036,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Noah Holmes (11365039),Noah Holmes,11365039,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0
WR,Hunter Kampmoyer (11365042),Hunter Kampmoyer,11365042,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0.7
WR,Bryan Addison (11365045),Bryan Addison,11365045,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,2.2
WR,Cam McCormick (11365048),Cam McCormick,11365048,WR/FLEX/S-FLEX,3000,ORE@CAL 09/29/2018 10:30PM ET,ORE,0.8
