F,F,F,F,F,F
12317722,12317739,12317737,12317731,12317729,12317724
12317722,12317739,12317737,12317731,12317730,12317735
12317722,12317739,12317737,12317731,12317724,12317735
12317722,12317739,12317737,12317729,12317724,12317735
12317722,12317739,12317731,12317729,12317724,12317735
12317722,12317737,12317731,12317729,12317724,12317735
12317739,12317737,12317731,12317730,12317724,12317735
