Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
F,Justin Gaethje (12317722),Justin Gaethje,12317722,F,7700,Barboza@Gaethje 03/30/2019 03:30PM ET,Gaethje,86
F,Kevin Holland (12317739),Kevin Holland,12317739,F,8900,Holland@Meerschaert 03/30/2019 03:30PM ET,Holland,88.5
F,Alex Perez (12317737),Alex Perez,12317737,F,9200,De La Rosa@Perez 03/30/2019 03:30PM ET,Perez,82.3
F,Jack Hermansson (12317731),Jack Hermansson,12317731,F,8300,Branch@Hermansson 03/30/2019 03:30PM ET,Hermansson,78.14
F,Sodiq Yusuff (12317729),Sodiq Yusuff,12317729,F,8700,Moraes@Yusuff 03/30/2019 03:30PM ET,Yusuff,101.5
F,Sheymon Moraes (12317730),Sheymon Moraes,12317730,F,7500,Moraes@Yusuff 03/30/2019 03:30PM ET,Moraes,48.17
F,Paul Craig (12317724),Paul Craig,12317724,F,7200,Craig@Nzechukwu 03/30/2019 03:30PM ET,Craig,43.2
F,Enrique Barzola (12317735),Enrique Barzola,12317735,F,8200,Aguilar@Barzola 03/30/2019 03:30PM ET,Barzola,87.25
